Variable1; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable490; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable491; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable492; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable493; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable494; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable495; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable496; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable497; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable498; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable499; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable500; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable501; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable502; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable503; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable504; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable505; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable506; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable507; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable508; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable509; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable510; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable511; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable512; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable513; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable514; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable515; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable516; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable517; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable518; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable519; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable520; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable521; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable522; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable523; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable524; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable525; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable526; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable527; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable528; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable529; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable530; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable531; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable532; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable533; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable534; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable535; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable536; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable537; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable538; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable539; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable540; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable541; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable542; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable543; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable544; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable545; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable546; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable547; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable548; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable549; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable550; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable551; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable552; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable553; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable554; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable555; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable556; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable557; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable558; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable559; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable560; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable561; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable562; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable563; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable564; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable565; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable566; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable567; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable568; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable569; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable570; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable571; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable572; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable573; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable574; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable575; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable576; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable577; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable578; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable579; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable580; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable581; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable582; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable583; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable584; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable585; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable586; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable587; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable588; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
